Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),PACU_VAV_BOT:Air System Total Heating Energy [J](Hourly),PACU_VAV_BOT:Air System Total Cooling Energy [J](Hourly),PACU_VAV_MID:Air System Total Heating Energy [J](Hourly),PACU_VAV_MID:Air System Total Cooling Energy [J](Hourly),PACU_VAV_TOP:Air System Total Heating Energy [J](Hourly),PACU_VAV_TOP:Air System Total Cooling Energy [J](Hourly) 
 01/04  14:00:00,19.583333333333333,6737419.263517591,74171852.73447004,3882453.8076489067,46747609.46982284,3728646.431561344,46368452.540132049 
 01/04  15:00:00,19.416666666666669,6268167.221773659,68970166.44994283,4059417.0381111397,46597879.07747366,3888102.8338131399,46311431.70766261 
 01/04  16:00:00,18.416666666666669,6427959.725883335,57217144.68329048,4368407.333836029,40001302.07032702,3713263.774467609,36630130.91198718 
 01/04  17:00:00,16.833333333333333,6835467.504024252,38366504.738707337,3713896.235038073,23387796.47937724,3098826.2033082896,21239743.5492721 
 01/04  18:00:00,15.416666666666666,5648816.818951323,17192744.255354309,2468701.744735149,9240848.830961582,2449101.1887802018,9307341.378606428 
 01/04  19:00:00,14.416666666666666,2976177.7422989837,3171486.5448278037,2430481.2814911517,2507583.244967486,2441675.270440572,2556851.669535713 
 01/04  20:00:00,11.666666666666666,3163627.7468761077,0.0,3160953.3733435778,0.0,3692446.8788149685,0.0 
 01/04  21:00:00,10.583333333333334,3084083.9035567746,0.0,3695500.3273119765,0.0,5612878.103838481,0.0 
 01/04  22:00:00,10.416666666666666,3754519.359369848,0.0,4437223.027447863,0.0,6940242.891707336,0.0 
 01/04  23:00:00,11.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  24:00:00,9.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  01:00:00,8.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  02:00:00,7.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  03:00:00,6.416666666666667,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  04:00:00,6.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  05:00:00,7.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  06:00:00,7.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  07:00:00,6.25,16730675.873436796,0.0,18599037.085877308,0.0,23898222.06811916,0.0 
 01/05  08:00:00,7.333333333333333,23953562.96710732,0.0,15451266.998920944,0.0,30107941.40818308,0.0 
 01/05  09:00:00,11.333333333333334,8932461.990543077,0.0,4075159.822376058,0.0,5909279.017441886,0.0 
 01/05  10:00:00,14.75,6138650.619647601,10677668.385853041,3462968.3862510567,6540679.328114151,2791134.786018656,5509649.299293317 
 01/05  11:00:00,16.583333333333333,6038613.120062997,32289204.92263953,3649501.5175384159,20704985.667255694,3180878.4286636097,18928266.447709644 
 01/05  12:00:00,17.525000000000003,6777197.304795167,47285263.24329677,4074332.383839438,30509728.135758617,3589372.834441661,28481505.182079577 
